ticker,omega,alpha,beta,persistence,var_95
AAPL,0.14783903448651126,0.1096485170178496,0.8502497165198023,0.9598982335376519,-0.029981401888183126
AMZN,0.2584821471807515,0.17772588086877356,0.7789680659182863,0.9566939467870599,-0.033511804222993234
GOOGL,0.27112574714908716,0.07153963217585779,0.8549130629440315,0.9264526951198893,-0.030300875576262255
META,1.3755719255562069,0.23562519919905378,0.6239285264272959,0.8595537256263497,-0.03857136635072075
MSFT,0.1378266561418588,0.1220314318159153,0.8347983358558528,0.9568297676717681,-0.02889359252425784
