Date,AAPL,AMZN,GOOGL,META,MSFT
2018-01-03,-0.00017435621473100668,0.012694394527191124,0.016917094713376123,0.017755614320896018,0.004643335293772386
2018-01-04,0.004634038789521773,0.0044660253429876385,0.003876968259535435,-0.0018429237796454162,0.008762735919808357
2018-01-05,0.011321064077495025,0.0160332935792393,0.013173092545399489,0.01357846160882482,0.012322101890731076
2018-01-08,-0.0037211553277601665,0.014321632906715799,0.0035243186410804507,0.007624162021615321,0.001020020906287039
2018-01-09,-0.00011456012967453679,0.004664812398839383,-0.0012752131150289689,-0.0021800197607977135,-0.0006799297344451929
2018-01-10,-0.0002295338200661224,0.001300359709972529,-0.002384286302483931,-0.0001596344946517023,-0.004544686305785958
2018-01-11,0.0056639067943547745,0.01766139781681635,0.0017190574828113434,-0.00037282532132746433,0.002956257570373138
2018-01-12,0.010273326604810805,0.02209336587396363,0.016587632881509072,-0.045767274776627793,0.017109637092642887
2018-01-16,-0.005094830241688682,-0.0002606211461983206,4.4154160892241984e-05,-0.0054782725220836525,-0.01404897186449509
2018-01-17,0.01638137820657776,-0.0075850021734760985,0.00740156936560833,-0.004438393647416176,0.020057866384804994
2018-01-18,0.0008927261162755238,-0.001298133852806076,-0.0027515490629507204,0.012311329043883906,-0.00044412692242464674
2018-01-19,-0.004472535183002727,0.0009736994050156305,0.006606878337968893,0.008252810644990427,-0.0011102572325162616
2018-01-22,-0.008215073852475786,0.024968098162378945,0.01790599546317929,0.0222557942360747,0.017730778483479433
2018-01-23,0.0002262041280845544,0.026196229930158944,0.010263594008541385,0.02124346408549984,0.003160597837800388
2018-01-24,-0.0160569603683108,-0.003698397360036897,-0.004157834651851345,-0.01489777224412705,-0.0008708855352315581
2018-01-25,-0.018012187826201384,0.014944682738458965,0.009220757075378505,0.004972797981764263,0.005538832641698207
2018-01-26,0.002334679515407045,0.017338590199733116,0.004574382364730648,0.013351834261014842,0.01856385651603289
2018-01-29,-0.02091544993952229,0.0110863061970509,-0.0009097937202702455,-0.021384901646977213,-0.001489467676217191
2018-01-30,-0.005911773338739864,0.014106290909006738,-0.007707816841462354,0.006111119939686791,-0.012643448728267549
2018-01-31,0.002751401155232882,0.009049130891396598,0.0041108359827248175,-0.0012300029975583636,0.024182285239634702
2018-02-01,0.002088038723282365,-0.04287344522925761,-0.0005330477694701186,0.03263615815951944,-0.007925247748211135
2018-02-02,-0.04435956987903247,0.028335697336222956,-0.054246790218039555,-0.01465979013010992,-0.026662809359291075
2018-02-05,-0.025301859639049677,-0.028335697336222907,-0.052093115725795044,-0.04856413062031274,-0.04205750079090839
2018-02-06,0.040942396708715086,0.037309622701425335,0.0205334427509807,0.022097455864566743,0.0371424167730707
2018-02-07,-0.02163998765402685,-0.018226722717437444,-0.027125118139891137,-0.028073588762163978,-0.019012294529418997
2018-02-08,-0.027902090582772217,-0.04791173027881124,-0.046248778028998405,-0.04890679875887362,-0.052698112989173714
2018-02-09,0.01215722442234682,-0.008103804791418619,0.037550756533456874,0.026059304332048328,0.03661139196190484
2018-02-12,0.0394886693943732,0.034216728035250644,0.007892307753311774,0.001701969165619186,0.010715808378868937
2018-02-13,0.00996787799909714,0.02019536975735599,-0.000398284165874526,-0.01865248729133503,0.007823574911341395
2018-02-14,0.018269427636480668,0.02550419300925882,0.01745345769495003,0.03612836681798078,0.015536420836519096
2018-02-15,0.03302725579777845,0.007353751233283212,0.01724582837820154,0.0024478691644168314,0.020167534828306046
